concept id	representation id	en	kanji	kana
FMA22508	BP6039	left descending genicular artery	left descending genicular artery	left descending genicular artery
FMA22532	BP8721	tibialis anterior	前脛骨筋	ぜんけいこつきん
FMA22533	BP7859	extensor hallucis longus	長母趾伸筋;足の長母指伸筋	ちょうぼししんきん;あしのちょうぼししんきん
FMA22534	BP8163	extensor digitorum longus	長趾伸筋;足の長指伸筋	ちょうししんきん;あしのちょうししんきん
FMA22535	BP6150	superior genicular artery	superior genicular artery	superior genicular artery
FMA22536	BP6083	middle genicular artery	中膝動脈	ちゅうしつどうみゃく
FMA22537	BP6143	inferior genicular artery	inferior genicular artery	inferior genicular artery
FMA22538	BP9229	fibularis tertius	第三腓骨筋	だい３ひこつきん
FMA22539	BP8847	fibularis longus	長腓骨筋	ちょうひこつきん
FMA22540	BP8978	fibularis brevis	短腓骨筋	たんひこつきん
FMA22542	BP8820	soleus	ヒラメ筋	ひらめきん
FMA22543	BP8853	plantaris	足底筋	そくていきん
FMA22544	BP5018	right tibialis anterior	right tibialis anterior	right tibialis anterior
FMA22545	BP8720	left tibialis anterior	left tibialis anterior	left tibialis anterior
FMA22546	BP5022	right extensor hallucis longus	right extensor hallucis longus	right extensor hallucis longus
FMA22547	BP7858	left extensor hallucis longus	left extensor hallucis longus	left extensor hallucis longus
FMA22548	BP5024	right extensor digitorum longus	right extensor digitorum longus	right extensor digitorum longus
FMA22549	BP8162	left extensor digitorum longus	left extensor digitorum longus	left extensor digitorum longus
FMA22550	BP5020	right fibularis tertius	right fibularis tertius	right fibularis tertius
FMA22551	BP9228	left fibularis tertius	left fibularis tertius	left fibularis tertius
FMA22552	BP5013	right fibularis longus	right fibularis longus	right fibularis longus
FMA22553	BP8846	left fibularis longus	left fibularis longus	left fibularis longus
FMA22554	BP5015	right fibularis brevis	right fibularis brevis	right fibularis brevis
FMA22555	BP8977	left fibularis brevis	left fibularis brevis	left fibularis brevis
FMA22558	BP4999	right soleus	right soleus	right soleus
FMA22559	BP8819	left soleus	left soleus	left soleus
FMA22560	BP5001	right plantaris	right plantaris	right plantaris
FMA22561	BP8852	left plantaris	left plantaris	left plantaris
FMA22562	BP6084	right middle genicular artery	right middle genicular artery	right middle genicular artery
FMA22563	BP6085	left middle genicular artery	left middle genicular artery	left middle genicular artery
FMA22584	BP6151	superior medial genicular artery	内側上膝動脈	ないそくじょうしつどうみゃく
FMA22585	BP6154	superior lateral genicular artery	外側上膝動脈;膝外側上動脈	がいそくじょうしつどうみゃく;しつがいそくじょうどうみゃく
FMA22586	BP6152	right medial superior genicular artery	right medial superior genicular artery	right medial superior genicular artery
FMA22587	BP6153	left medial superior genicular artery	left medial superior genicular artery	left medial superior genicular artery
FMA22588	BP6155	right lateral superior genicular artery	right lateral superior genicular artery	right lateral superior genicular artery
FMA22589	BP6156	left lateral superior genicular artery	left lateral superior genicular artery	left lateral superior genicular artery
FMA22590	BP9242	popliteus	膝窩筋	しつかきん
FMA22591	BP5006	right popliteus	right popliteus	right popliteus
FMA22592	BP9241	left popliteus	left popliteus	left popliteus
FMA22593	BP7950	flexor hallucis longus	長母趾屈筋;足の長母指屈筋	ちょうぼしくっきん;あしのちょうぼしくっきん
FMA22594	BP8027	muscle of vertebral column	muscle of vertebral column	muscle of vertebral column
FMA22653	BP8023	splenius capitis	頭板状筋	とうばんじょうきん
FMA22654	BP6022	axillary artery	腋窩動脈	えきかどうみゃく
FMA22655	BP6023	right axillary artery	right axillary artery	right axillary artery
FMA22656	BP6024	left axillary artery	left axillary artery	left axillary artery
FMA22674	BP6286	lateral thoracic artery	外側胸動脈	がいそくきょうどうみゃく
FMA22675	BP6288	right lateral thoracic artery	right lateral thoracic artery	right lateral thoracic artery
FMA22676	BP6287	left lateral thoracic artery	left lateral thoracic artery	left lateral thoracic artery
FMA22677	BP6289	subscapular artery	肩甲下動脈	けんこうかどうみゃく
FMA22678	BP6290	right subscapular artery	right subscapular artery	right subscapular artery
FMA22679	BP6291	left subscapular artery	left subscapular artery	left subscapular artery
FMA22680	BP6341	anterior circumflex humeral artery	前上腕回旋動脈	ぜんじょうわんかいせんどうみゃく
FMA22681	BP8242	splenius cervicis	頚板状筋	けいばんじょうきん
FMA22682	BP6342	right anterior circumflex humeral artery	right anterior circumflex humeral artery	right anterior circumflex humeral artery
FMA22683	BP6343	left anterior circumflex humeral artery	left anterior circumflex humeral artery	left anterior circumflex humeral artery
FMA22684	BP6236	posterior circumflex humeral artery	後上腕回旋動脈	こうじょうわんかいせんどうみゃく
FMA22685	BP6237	right posterior circumflex humeral artery	right posterior circumflex humeral artery	right posterior circumflex humeral artery
FMA22687	BP6238	left posterior circumflex humeral artery	left posterior circumflex humeral artery	left posterior circumflex humeral artery
FMA22689	BP6019	brachial artery	上腕動脈	じょうわんどうみゃく
FMA22691	BP6020	right brachial artery	right brachial artery	right brachial artery
FMA22692	BP6021	left brachial artery	left brachial artery	left brachial artery
FMA22693	BP6269	branch of brachial artery	branch of brachial artery	branch of brachial artery
FMA22695	BP6283	deep brachial artery	上腕深動脈	じょうわんしんどうみゃく
FMA22696	BP6284	right deep brachial artery	right deep brachial artery	right deep brachial artery
FMA22697	BP6285	left deep brachial artery	left deep brachial artery	left deep brachial artery
FMA22702	BP8938	iliocostalis lumborum	腰腸肋筋	ようちょうきん
FMA22703	BP8749	iliocostalis thoracis	iliocostalis thoracis	iliocostalis thoracis
FMA22704	BP8049	iliocostalis cervicis	頚腸肋筋	けいちょうろくきん
FMA22706	BP6277	superior ulnar collateral artery	上尺側側副動脈	じょうしゃくそくそくふくどうみゃく
FMA22707	BP6278	right superior ulnar collateral artery	right superior ulnar collateral artery	right superior ulnar collateral artery
FMA22708	BP6279	left superior ulnar collateral artery	left superior ulnar collateral artery	left superior ulnar collateral artery
FMA22709	BP8986	longissimus thoracis	胸最長筋	きょうさいちょうきん
FMA22710	BP6280	inferior ulnar collateral artery	下尺側側副動脈	かしゃくそくそくふくどうみゃく
FMA22711	BP9127	longissimus cervicis	頚最長筋	けいさいちょうきん
FMA22712	BP6282	right inferior ulnar collateral artery	right inferior ulnar collateral artery	right inferior ulnar collateral artery
FMA22713	BP6281	left inferior ulnar collateral artery	left inferior ulnar collateral artery	left inferior ulnar collateral artery
FMA22714	BP9082	longissimus capitis	頭最長筋	とうさいちょうきん
FMA22726	BP4760	right splenius cervicis	right splenius cervicis	right splenius cervicis
FMA22727	BP8241	left splenius cervicis	left splenius cervicis	left splenius cervicis
FMA22728	BP4758	right splenius capitis	right splenius capitis	right splenius capitis
FMA22729	BP8022	left splenius capitis	left splenius capitis	left splenius capitis
FMA22730	BP6334	radial artery	橈骨動脈	とうこつどうみゃく
FMA22733	BP6335	right radial artery	right radial artery	right radial artery
FMA22734	BP6336	left radial artery	left radial artery	left radial artery
FMA22738	BP6223	branch of radial artery	branch of radial artery	branch of radial artery
FMA22740	BP4753	right iliocostalis lumborum	right iliocostalis lumborum	right iliocostalis lumborum
FMA22741	BP8937	left iliocostalis lumborum	left iliocostalis lumborum	left iliocostalis lumborum
FMA22742	BP4751	right iliocostalis thoracis	right iliocostalis thoracis	right iliocostalis thoracis
FMA22743	BP8748	left iliocostalis thoracis	left iliocostalis thoracis	left iliocostalis thoracis
FMA22744	BP4755	right iliocostalis cervicis	right iliocostalis cervicis	right iliocostalis cervicis
FMA22745	BP8048	left iliocostalis cervicis	left iliocostalis cervicis	left iliocostalis cervicis
FMA22748	BP6224	radial recurrent artery	橈側反回動脈	とうそくはんかいどうみゃく
FMA22751	BP4744	right longissimus thoracis	right longissimus thoracis	right longissimus thoracis
FMA22753	BP8985	left longissimus thoracis	left longissimus thoracis	left longissimus thoracis
FMA22754	BP4748	right longissimus capitis	right longissimus capitis	right longissimus capitis
FMA22755	BP6227	dorsal carpal branch of radial artery	橈骨動脈の背側手根枝|背側手根動脈網	はいそくしゅこんどうみゃくもう
FMA22756	BP9081	left longissimus capitis	left longissimus capitis	left longissimus capitis
FMA22757	BP4746	right longissimus cervicis	right longissimus cervicis	right longissimus cervicis
FMA22758	BP9126	left longissimus cervicis	left longissimus cervicis	left longissimus cervicis
FMA22762	BP6233	arteria princeps pollicis	arteria princeps pollicis	arteria princeps pollicis
FMA22763	BP6230	arteria radialis indicis	示指橈側動脈	しじとうそくどうみゃく
FMA22764	BP6225	right radial recurrent artery	right radial recurrent artery	right radial recurrent artery
FMA22765	BP8980	spinalis thoracis	胸棘筋	きょうきょくきん
FMA22766	BP6226	left radial recurrent artery	left radial recurrent artery	left radial recurrent artery
FMA22772	BP6228	dorsal carpal branch of right radial artery	dorsal carpal branch of right radial artery	dorsal carpal branch of right radial artery
FMA22773	BP6229	dorsal carpal branch of left radial artery	dorsal carpal branch of left radial artery	dorsal carpal branch of left radial artery
FMA22777	BP6231	right arteria radialis indicis	right arteria radialis indicis	right arteria radialis indicis
FMA22778	BP6232	left arteria radialis indicis	left arteria radialis indicis	left arteria radialis indicis
FMA22779	BP4763	right spinalis thoracis	right spinalis thoracis	right spinalis thoracis
FMA22780	BP8979	left spinalis thoracis	left spinalis thoracis	left spinalis thoracis
FMA22796	BP6314	ulnar artery	尺骨動脈	しゃくこつどうみゃく
FMA22797	BP6315	right ulnar artery	right ulnar artery	right ulnar artery
FMA22798	BP6316	left ulnar artery	left ulnar artery	left ulnar artery
FMA22799	BP6292	branch of ulnar artery	branch of ulnar artery	branch of ulnar artery
FMA22800	BP6304	anterior ulnar recurrent artery	尺側反回動脈の前枝	しゃくそくはんかいどうみゃくのぜんし
FMA22801	BP6305	right anterior ulnar recurrent artery	right anterior ulnar recurrent artery	right anterior ulnar recurrent artery
FMA22802	BP6306	left anterior ulnar recurrent artery	left anterior ulnar recurrent artery	left anterior ulnar recurrent artery
FMA22803	BP6301	posterior ulnar recurrent artery	尺側反回動脈の後枝	しゃくそくはんかいどうみゃくのこうし
FMA22804	BP6303	right posterior ulnar recurrent artery	right posterior ulnar recurrent artery	right posterior ulnar recurrent artery
FMA22805	BP6302	left posterior ulnar recurrent artery	left posterior ulnar recurrent artery	left posterior ulnar recurrent artery
FMA22806	BP6310	common interosseous artery	総骨間動脈	そうこうつかんどうみゃく
FMA22807	BP6311	right common interosseous artery	right common interosseous artery	right common interosseous artery
FMA22808	BP6312	left common interosseous artery	left common interosseous artery	left common interosseous artery
FMA22809	BP6293	branch of common interosseous artery	branch of common interosseous artery	branch of common interosseous artery
FMA22810	BP6297	anterior interosseous artery	前骨間動脈	ぜんこつかんどうみゃく
FMA22812	BP6298	right anterior interosseous artery	right anterior interosseous artery	right anterior interosseous artery
FMA22813	BP6299	left anterior interosseous artery	left anterior interosseous artery	left anterior interosseous artery
FMA22820	BP6307	dorsal carpal branch of ulnar artery	尺骨動脈の背側手根枝	しゃくこつどうみゃくのはいそくしゅこんし
FMA22821	BP6308	right dorsal carpal branch of ulnar artery	right dorsal carpal branch of ulnar artery	right dorsal carpal branch of ulnar artery
FMA22822	BP6309	left dorsal carpal branch of ulnar artery	left dorsal carpal branch of ulnar artery	left dorsal carpal branch of ulnar artery
FMA22823	BP8318	semispinalis	半棘筋	はんきょくきん
